,name,location,rent,deposit,area,type,highlights,description,owner
225,Rohanmithila,VimanNagar,42000.0,126000.0,800.0,1 BHK ,"['1 Baths', 'East Facing']","Situated in viman nagar pune, rohanmithila is a well planned, ready to move society that offers a pleasant living experience to its residents. This is a 1 bhk apartment now available for rent. Property has 800 sq.Ft. Carpet area with 1 bathroom & 1 balcony attached. This property is constructed on 800 sq.Ft. You also get 1 covered parking inside the premises located on top of 6 floor. This is a...",HS Realtors 
226,On request ,Marunji,12000.0,25000.0,600.0,1 BHK ,"['1 Baths', 'North-East Facing']","On request is the most preferred destination for renting flats in marunji, pune. A 1 bhk flat is now available for rent here. Don't miss to be a part of this community. Property has attached 1 bathroom & 1 balcony with 1 room set in 565 sq.Ft. Super built-Up area. The flat is built on 600 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within society. This fla...",Atharv Properties 
227,Nyati Elan,Wagholi,22000.0,66000.0,830.0,2 BHK ,"['2 Baths', 'East Facing']","Find this 2 bhk apartment for rent in wagholi, pune. This 2 bhk apartment in nyati elan is situated in pune. This 2 bhk flat comes with 2 bathrooms set in 830 sq.Ft. Carpet usable area. This flat is constructed on 830 sq.Ft. Area. An independent others is available in this property. This flat lies on the 7th floor of a 12 storey building. Well maintained 1-5 years property. Semi-Furnished flat ...",GALAXY REALTORS 
228,wellington mews apartment,KoregaonPark,60000.0,250000.0,1150.0,2 BHK ,"['2 Baths', 'North Facing']","Wellington mews apartment is one of pune's most sought after destination for residential flats and this 2 bhk flat for rent in koregaon park with 1100 sq.Ft., is your opportunity to be a part of this community. This 2 bhk flat comes with 2 bathrooms set in 1100 sq.Ft. Super built-Up usable area. The flat is built on 1150 sq.Ft. Area. This property has study room as well. Ease of access to 1 cov...",Propnex Realtors 
229,Sarita Vihar,Dattawadi,26000.0,70000.0,11000.0,2 BHK ,"['2 Baths', 'East Facing']","Pune's most popular society sarita vihar in dattawadi offers 2 bhk apartment. This flat consists of 2 bathrooms & 2 balconies build in 11000 sq.Ft. Super built-Up area. The flat consists of 2 bedrooms, built on 11000 sq.Ft. A separate space for others is available in this flat. The building has a total of 8 floors and this property is situated on 5th floor. Property is 10+ years old. This is a ...",shivkrupa real estate  
230,Malpani Greens,KaspateVasti,37000.0,100000.0,1585.0,3 BHK ,"['3 Baths', 'East Facing']","Malpani greens is one of pune's most sought after destination for residential flats and this 3 bhk flat for rent in kaspate vasti, is your opportunity to be a part of this community. This property offers access to nearby landmarks and is close to school, close to market and close to hospital. Property has 1183 sq.Ft. Carpet area with 3 bathrooms & 1 balcony attached. Flat is constructed on 1585...",AS Property Consultant  
231,Gokul Crest,VimanNagar,22220.0,45000.0,650.0,1 BHK ,"['1 Baths', 'Ramwadi Metro Station within 250m']","A 1 bhk flat for rent in viman nagar close to all basic civic amenities is available for just 22,220 in gokul crest, pune. Additionally, this property is in vicinity to important points of interest and is close to metro station, close to school, close to market and close to mall. This flat consists of 1 bathroom & 1 balcony in 550 sq.Ft. Super built-Up area. Flat is constructed on 650 sq.Ft. 1 ...",Omkrishna Real Estate 
232,ask,Kothrud,30000.0,80000.0,865.0,2 BHK ,"['2 Baths', 'East Facing']",2bhk flat on rent paramhans nager near kinara hotel paud road kothrud,Royal Real Estate 
233,Karia Konark Meadows,Wagholi,27000.0,81000.0,1336.0,2 BHK ,"['2 Baths', 'Private Garden']","A spacious 2 bhk flat for rent is available in wagholi in karia konark meadows, pune. This flat consists of 2 bathrooms & 1 balcony build in 1282 sq.Ft. Super built-Up area. The flat is built on 1336 sq.Ft. Area. This property has others as well. This flat is situated at 9th in a tower with 12 floors. This is a 1-5 years old society. This property is furnished. Equipped with 3 curtains, 1 dinin...",S.R Property Consultants 
234,Nyati Evolvee,Magarpatta,31000.0,93000.0,802.0,2 BHK ,"['2 Baths', 'Club/ Community Center']",New 2bhk flat for rent in magar patta city closed to sesan mall,ACROSS SOLUTION 
235,Marvel Ganga Fria Phase 1,Wagholi,28500.0,85500.0,1255.0,2 BHK ,"['2 Baths', 'Private Garden']","Marvel ganga fria phase 1 is the most preferred destination for renting flats in wagholi, pune. A 2 bhk flat is now available for rent here. Don't miss being a part of this community. The property has 2 bathrooms & 1 balcony with 2 rooms set in 1130 sq.Ft. Super built-Up area. The flat is built on 1255 sq.Ft. Area. This property has others as well. Ease of access to 1 covered parking within soc...",S.R Property Consultants 
236,Ganesham Phase II,PimpleSaudagar,30000.0,90000.0,1020.0,2 BHK ,"['2 Baths', 'East Facing']",Pune's most popular society ganesham phase ii in pimple saudagar offers 2 bhk apartment. This 2 bhk flat comes with 2 bathrooms set in 1000 sq.Ft. Super built-Up usable area. The flat is built on 1020 sq.Ft. Area. This property has study room as well. Ease of access to 1 covered parking within society. This flat is situated at 6th in a tower with 12 floors. This is a 10+ years old society. This...,Vasturachna  Realty  
237,Marvel Ganga Fria Phase 1,Wagholi,29000.0,87000.0,1255.0,2 BHK ,"['2 Baths', 'East Facing']","A 2 bhk flat for rent in wagholi close to all basic civic amenities is available for just 29,000 in marvel ganga fria phase 1, pune. This 2 bhk flat comes with 2 bathrooms set in 1130 sq.Ft. Super built-Up usable area. This property is constructed on 1255 sq.Ft. Extra space for others. You also get 1 covered parking inside the premises located on 7th of 12 floor. This is a ready to move propert...",S.R Property Consultants 
238,Gera World of Joy,Kharadi,43000.0,129000.0,1600.0,3 BHK ,"['3 Baths', 'East Facing']","Pune's most popular society gera world of joy in kharadi offers 3 bhk duplex apartment. This 3 bhk duplex flat comes with 3 bathrooms set in 1550 sq.Ft. Super built-Up usable area. The flat consists of 3 bedrooms, built on 1600 sq.Ft. A separate space for study room and pooja room is available in this flat. Society provides 2 covered parking with this flat & the option for 1 open parking is als...",Prop Laksh 
239,Kasturi Apostrophe Next,Wakad,40000.0,100000.0,951.0,2 BHK ,"['2 Baths', 'East Facing']","This 2 bhk flat in wakad is available in kasturi apostrophe next for rent, one of the most prominent projects for residential flats in pune. This 2 bhk flat comes with 2 bathrooms set in 88 sq.M. Carpet usable area. This flat is constructed on 88 sq.M. Area. An independent pooja room, study room and store room is available in this property. This flat lies on the 10th floor of a 12 storey buildi...",Home Buyer properties 
240,Gera World of Joy,Kharadi,16000.0,32000.0,485.0,1 BHK ,"['1 Baths', 'East Facing']",Studio apartment for rent in gera world of joy kharadi pune,Rudra Property 
